.1.3.6.1.2.1.1.1.0 WAGO 750-8212 PFC200 G2 2ETH RS
.1.3.6.1.2.1.1.2.0 .1.3.6.1.4.1.13576
.1.3.6.1.2.1.1.3.0 491103
.1.3.6.1.2.1.1.4.0 support@wago.com
.1.3.6.1.2.1.1.5.0 PFC200V3-XXXXXXXX
.1.3.6.1.2.1.1.6.0 LOCAL
.1.3.6.1.2.1.1.7.0 79
.1.3.6.1.2.1.1.8.0 4
.1.3.6.1.2.1.1.9.1.2.1 .1.3.6.1.6.3.1
.1.3.6.1.2.1.1.9.1.2.2 .1.3.6.1.6.3.16.2.2.1
.1.3.6.1.2.1.1.9.1.2.3 .1.3.6.1.2.1.49
.1.3.6.1.2.1.1.9.1.2.4 .1.3.6.1.2.1.50
.1.3.6.1.2.1.1.9.1.2.5 .1.3.6.1.2.1.4
.1.3.6.1.2.1.1.9.1.2.6 .1.3.6.1.6.3.10.3.1.1
.1.3.6.1.2.1.1.9.1.2.7 .1.3.6.1.6.3.11.3.1.1
.1.3.6.1.2.1.1.9.1.2.8 .1.3.6.1.6.3.15.2.1.1
.1.3.6.1.2.1.1.9.1.2.9 .1.3.6.1.6.3.13.3.1.3
.1.3.6.1.2.1.1.9.1.2.10 .1.3.6.1.2.1.92
.1.3.6.1.2.1.1.9.1.3.1 The MIB module for SNMPv2 entities
.1.3.6.1.2.1.1.9.1.3.2 View-based Access Control Model for SNMP.
.1.3.6.1.2.1.1.9.1.3.3 The MIB module for managing TCP implementations
.1.3.6.1.2.1.1.9.1.3.4 The MIB module for managing UDP implementations
.1.3.6.1.2.1.1.9.1.3.5 The MIB module for managing IP and ICMP implementations
.1.3.6.1.2.1.1.9.1.3.6 The SNMP Management Architecture MIB.
.1.3.6.1.2.1.1.9.1.3.7 The MIB for Message Processing and Dispatching.
.1.3.6.1.2.1.1.9.1.3.8 The management information definitions for the SNMP User-based Security Model.
.1.3.6.1.2.1.1.9.1.3.9 The MIB modules for managing SNMP Notification, plus filtering.
.1.3.6.1.2.1.1.9.1.3.10 The MIB module for logging SNMP Notifications.
.1.3.6.1.2.1.1.9.1.4.1 2
.1.3.6.1.2.1.1.9.1.4.2 2
.1.3.6.1.2.1.1.9.1.4.3 2
.1.3.6.1.2.1.1.9.1.4.4 2
.1.3.6.1.2.1.1.9.1.4.5 3
.1.3.6.1.2.1.1.9.1.4.6 3
.1.3.6.1.2.1.1.9.1.4.7 3
.1.3.6.1.2.1.1.9.1.4.8 3
.1.3.6.1.2.1.1.9.1.4.9 4
.1.3.6.1.2.1.1.9.1.4.10 4
.1.3.6.1.2.1.2.1.0 6
.1.3.6.1.2.1.2.2.1.1.1 1
.1.3.6.1.2.1.2.2.1.1.2 2
.1.3.6.1.2.1.2.2.1.1.3 3
.1.3.6.1.2.1.2.2.1.1.4 4
.1.3.6.1.2.1.2.2.1.1.5 5
.1.3.6.1.2.1.2.2.1.1.6 6
.1.3.6.1.2.1.2.2.1.2.1 lo
.1.3.6.1.2.1.2.2.1.2.2 eth0
.1.3.6.1.2.1.2.2.1.2.3 ethX2
.1.3.6.1.2.1.2.2.1.2.4 ethX1
.1.3.6.1.2.1.2.2.1.2.5 br0
.1.3.6.1.2.1.2.2.1.2.6 br1
.1.3.6.1.2.1.2.2.1.3.1 24
.1.3.6.1.2.1.2.2.1.3.2 6
.1.3.6.1.2.1.2.2.1.3.3 6
.1.3.6.1.2.1.2.2.1.3.4 6
.1.3.6.1.2.1.2.2.1.3.5 6
.1.3.6.1.2.1.2.2.1.3.6 6
.1.3.6.1.2.1.2.2.1.4.1 65536
.1.3.6.1.2.1.2.2.1.4.2 1500
.1.3.6.1.2.1.2.2.1.4.3 1500
.1.3.6.1.2.1.2.2.1.4.4 1500
.1.3.6.1.2.1.2.2.1.4.5 1500
.1.3.6.1.2.1.2.2.1.4.6 1500
.1.3.6.1.2.1.2.2.1.5.1 10000000
.1.3.6.1.2.1.2.2.1.5.2 100000000
.1.3.6.1.2.1.2.2.1.5.3 0
.1.3.6.1.2.1.2.2.1.5.4 100000000
.1.3.6.1.2.1.2.2.1.5.5 100000000
.1.3.6.1.2.1.2.2.1.5.6 0
.1.3.6.1.2.1.2.2.1.6.1 
.1.3.6.1.2.1.2.2.1.6.2 "00 30 DE 6D 55 DD "
.1.3.6.1.2.1.2.2.1.6.3 "00 30 DE 6D 55 DE "
.1.3.6.1.2.1.2.2.1.6.4 "00 30 DE 6D 55 DD "
.1.3.6.1.2.1.2.2.1.6.5 "00 30 DE 6D 55 DD "
.1.3.6.1.2.1.2.2.1.6.6 "00 30 DE 6D 55 DE "
.1.3.6.1.2.1.2.2.1.7.1 1
.1.3.6.1.2.1.2.2.1.7.2 1
.1.3.6.1.2.1.2.2.1.7.3 1
.1.3.6.1.2.1.2.2.1.7.4 1
.1.3.6.1.2.1.2.2.1.7.5 1
.1.3.6.1.2.1.2.2.1.7.6 1
.1.3.6.1.2.1.2.2.1.8.1 1
.1.3.6.1.2.1.2.2.1.8.2 1
.1.3.6.1.2.1.2.2.1.8.3 2
.1.3.6.1.2.1.2.2.1.8.4 1
.1.3.6.1.2.1.2.2.1.8.5 1
.1.3.6.1.2.1.2.2.1.8.6 2
.1.3.6.1.2.1.2.2.1.9.1 0
.1.3.6.1.2.1.2.2.1.9.2 0
.1.3.6.1.2.1.2.2.1.9.3 0
.1.3.6.1.2.1.2.2.1.9.4 10849
.1.3.6.1.2.1.2.2.1.9.5 10849
.1.3.6.1.2.1.2.2.1.9.6 0
.1.3.6.1.2.1.2.2.1.10.1 1829291
.1.3.6.1.2.1.2.2.1.10.2 12946048
.1.3.6.1.2.1.2.2.1.10.3 0
.1.3.6.1.2.1.2.2.1.10.4 12795239
.1.3.6.1.2.1.2.2.1.10.5 10699131
.1.3.6.1.2.1.2.2.1.10.6 0
.1.3.6.1.2.1.2.2.1.11.1 6864
.1.3.6.1.2.1.2.2.1.11.2 144179
.1.3.6.1.2.1.2.2.1.11.3 0
.1.3.6.1.2.1.2.2.1.11.4 143265
.1.3.6.1.2.1.2.2.1.11.5 143083
.1.3.6.1.2.1.2.2.1.11.6 0
.1.3.6.1.2.1.2.2.1.12.1 0
.1.3.6.1.2.1.2.2.1.12.2 0
.1.3.6.1.2.1.2.2.1.12.3 0
.1.3.6.1.2.1.2.2.1.12.4 827
.1.3.6.1.2.1.2.2.1.12.5 494
.1.3.6.1.2.1.2.2.1.12.6 0
.1.3.6.1.2.1.2.2.1.13.1 0
.1.3.6.1.2.1.2.2.1.13.2 0
.1.3.6.1.2.1.2.2.1.13.3 0
.1.3.6.1.2.1.2.2.1.13.4 325
.1.3.6.1.2.1.2.2.1.13.5 0
.1.3.6.1.2.1.2.2.1.13.6 0
.1.3.6.1.2.1.2.2.1.14.1 0
.1.3.6.1.2.1.2.2.1.14.2 0
.1.3.6.1.2.1.2.2.1.14.3 0
.1.3.6.1.2.1.2.2.1.14.4 0
.1.3.6.1.2.1.2.2.1.14.5 0
.1.3.6.1.2.1.2.2.1.14.6 0
.1.3.6.1.2.1.2.2.1.15.1 0
.1.3.6.1.2.1.2.2.1.15.2 0
.1.3.6.1.2.1.2.2.1.15.3 0
.1.3.6.1.2.1.2.2.1.15.4 0
.1.3.6.1.2.1.2.2.1.15.5 0
.1.3.6.1.2.1.2.2.1.15.6 0
.1.3.6.1.2.1.2.2.1.16.1 1829291
.1.3.6.1.2.1.2.2.1.16.2 13637743
.1.3.6.1.2.1.2.2.1.16.3 0
.1.3.6.1.2.1.2.2.1.16.4 13519363
.1.3.6.1.2.1.2.2.1.16.5 13239695
.1.3.6.1.2.1.2.2.1.16.6 46
.1.3.6.1.2.1.2.2.1.17.1 6864
.1.3.6.1.2.1.2.2.1.17.2 112921
.1.3.6.1.2.1.2.2.1.17.3 0
.1.3.6.1.2.1.2.2.1.17.4 112856
.1.3.6.1.2.1.2.2.1.17.5 112923
.1.3.6.1.2.1.2.2.1.17.6 1
.1.3.6.1.2.1.2.2.1.18.1 0
.1.3.6.1.2.1.2.2.1.18.2 0
.1.3.6.1.2.1.2.2.1.18.3 0
.1.3.6.1.2.1.2.2.1.18.4 0
.1.3.6.1.2.1.2.2.1.18.5 0
.1.3.6.1.2.1.2.2.1.18.6 0
.1.3.6.1.2.1.2.2.1.19.1 0
.1.3.6.1.2.1.2.2.1.19.2 0
.1.3.6.1.2.1.2.2.1.19.3 0
.1.3.6.1.2.1.2.2.1.19.4 0
.1.3.6.1.2.1.2.2.1.19.5 0
.1.3.6.1.2.1.2.2.1.19.6 0
.1.3.6.1.2.1.2.2.1.20.1 0
.1.3.6.1.2.1.2.2.1.20.2 0
.1.3.6.1.2.1.2.2.1.20.3 0
.1.3.6.1.2.1.2.2.1.20.4 1
.1.3.6.1.2.1.2.2.1.20.5 0
.1.3.6.1.2.1.2.2.1.20.6 0
.1.3.6.1.2.1.2.2.1.21.1 0
.1.3.6.1.2.1.2.2.1.21.2 0
.1.3.6.1.2.1.2.2.1.21.3 0
.1.3.6.1.2.1.2.2.1.21.4 0
.1.3.6.1.2.1.2.2.1.21.5 0
.1.3.6.1.2.1.2.2.1.21.6 0
.1.3.6.1.2.1.2.2.1.22.1 .0.0
.1.3.6.1.2.1.2.2.1.22.2 .0.0
.1.3.6.1.2.1.2.2.1.22.3 .0.0
.1.3.6.1.2.1.2.2.1.22.4 .0.0
.1.3.6.1.2.1.2.2.1.22.5 .0.0
.1.3.6.1.2.1.2.2.1.22.6 .0.0
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.3 5
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.46 5
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.50 5
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.219 5
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.220 5
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.221 5
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.224 5
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.226 5
.1.3.6.1.2.1.3.1.1.1.5.1.10.100.1.254 5
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.3 "B4 96 91 2D 03 EE "
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.46 "08 00 27 69 B5 1C "
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.50 "00 C0 3D 08 F4 92 "
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.219 "94 3F C2 3F EA 3D "
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.220 "94 3F C2 3F EC E3 "
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.221 "94 3F C2 B8 DA EC "
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.224 "94 3F C2 B8 D8 E4 "
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.226 "C4 CB E1 B2 E0 6E "
.1.3.6.1.2.1.3.1.1.2.5.1.10.100.1.254 "00 1B 17 00 05 40 "
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.3 10.100.1.3
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.46 10.100.1.46
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.50 10.100.1.50
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.219 10.100.1.219
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.220 10.100.1.220
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.221 10.100.1.221
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.224 10.100.1.224
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.226 10.100.1.226
.1.3.6.1.2.1.3.1.1.3.5.1.10.100.1.254 10.100.1.254
.1.3.6.1.2.1.4.1.0 2
.1.3.6.1.2.1.4.2.0 64
.1.3.6.1.2.1.4.3.0 119776
